"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7719","Authentication","tests.authentication","Fri Mar 28 18:20:47 GMT 2025","passed","Fri Mar 28 18:20:55 GMT 2025","","test_authentication","",""
